4,409800
8,819400
12,1.229e+06
16,1.6386e+06
20,2.0482e+06
24,2.4578e+06
28,2.8674e+06
32,3.277e+06
36,3.6866e+06
40,4.0962e+06
44,4.5058e+06
48,4.9154e+06
52,5.325e+06
56,5.7346e+06
60,6.1442e+06
